UserID,UserName,Artist,Album,Genre,SongTitle,ReviewText,Score,Rating,Sentiment
U285,Sana,Katherine Priddy ,The Pendulum Swing,Death Metal,The Pendulum Song Remix,"The Pendulum Swing captures the back-and-forth rhythm of life’s ups and downs. The song swings between calm and chaos, like a musical representation of balance. [Rewritten]",80,4,Positive
U286,Arya,The Smile,Wall of Eyes,Art Rock,Wall of Song Remix,"Still no sign of that elusive new Radiohead album, but it's hard to feel short-changed with a side project this brilliant. Its deceptively airy post-punk, electronica, and jazz melange might prove rock's ne plus ultra in 2024. [Rewritten]",93,5,Positive
U287,Ravi,Elbow ,Audio Vertigo,Technical Death Metal,Audio Vertigo Song Remix,Letter To Self comes across as whiny and self-indulgent. The personal reflections feel more like complaints than heartfelt expressions. [Rewritten],83,4,Positive
U288,Sana,Nala Sinephro ,Endlessness,Post-Punk,Endlessness Song Remix,"Endlessness drags on far too long, with monotonous rhythms that put you to sleep. A tedious listen that feels never-ending, with no real payoff. [Rewritten]",83,4,Positive
U289,Sana,Elbow ,Audio Vertigo,Technical Death Metal,Audio Vertigo Song Remix,Letter To Self comes across as whiny and self-indulgent. The personal reflections feel more like complaints than heartfelt expressions. [Rewritten],83,4,Positive
U290,Ravi,Thou ,Umbilical,Noise Rock,Umbilical Song Remix,"Umbilical tugs at your emotions, exploring deep connections. A deeply personal, heart-achingly beautiful piece about belonging. [Rewritten]",85,4,Positive
U291,Akhil,Crawlers ,The Mess We Seem To Make,Vocal Jazz,The Mess Song Remix,"The Mess We Seem To Make lives up to its name, with disjointed lyrics and poor production. It’s hard to make sense of this track, which feels like a rushed, messy endeavor. [Rewritten]",83,4,Positive
U292,Neha,Yard Act ,Where's My Utopia?,Neo-Soul,Where's My Song Remix,"Where's My Utopia? searches for perfection with a melancholy yet hopeful tune. It’s a question set to music, full of longing and the dream of something better. [Rewritten]",50,2,Neutral
U293,Ravi,Empress Of ,For Your Consideration,Chamber Folk,For Your Song Remix,"Y'Y is experimental in a way that’s more annoying than intriguing. It pushes boundaries, but not in a way that feels enjoyable or cohesive. [Rewritten]",83,4,Positive
U294,Sana,MJ Lenderman ,Manning Fireworks,Art Rock,Manning Fireworks Song Remix,"Manning Fireworks explodes with joy and celebration, with bright, dynamic instrumentals. A track that lights up your day, like a burst of fireworks in the sky. [Rewritten]",82,4,Positive
U295,Neha,Melt-Banana ,3 + 5,Alt-Pop,3 + Song Remix,"3 + 5 plays with numbers and beats in a fun, math-inspired musical adventure. A quirky and playful song that adds up to a joyful, catchy tune. [Rewritten]",84,4,Positive
U296,Neha,Blood Incantation ,Absolute Elsewhere,Progressive Death Metal,Absolute Elsewhere Song Remix,"Blood Incantation belong to the class of bands such as Gorguts, Demilich, and Sigh who push extreme metal far beyond its conventions, and Absolute Elsewhere is a towering achievement which exceeds all expectations. Throughout this record, the sense of adventure and excitement is palpable – this is a band at the peak of their powers, having fun creating; it’s hard not to get caught up in such a truly unique and thrilling journey through the cosmos. If death metal hasn’t yet had its breakthrough critical moment, this might well be it. [Rewritten]",93,5,Positive
U297,Ravi,Remi Wolf ,Big Ideas,Singer-Songwriter,Big Ideas Song Remix,"Big Ideas is full of ambition, with grand, sweeping instrumentals that inspire forward thinking. An uplifting track that feels larger than life, pushing you to dream bigger. [Rewritten]",82,4,Positive
U298,Neha,The Bevis Frond ,Focus on Nature,Art Pop,Focus on Song Remix,"Focus on Nature is calming and meditative, with soothing sounds inspired by the natural world. It’s like a breath of fresh air, reminding you of the simple beauty of the environment. [Rewritten]",80,4,Positive
U299,Akhil,Fontaines D.C. ,Romance,Indie Rock,Romance Song Remix,"The Dublin outfit’s fourth album is experimental, softens their sound without diluting it, and is absolutely brilliant. Bold, transformative and brilliant, this is Fontaines D.C.'s finest hour [Rewritten]",93,5,Positive
U300,Arya,Nubya Garcia ,ODYSSEY,Jazz Fusion,ODYSSEY Song Remix,"ODYSSEY takes you on an epic journey, with sweeping instrumentals and adventurous themes. A track that feels like an adventure through sound, full of highs and lows. [Rewritten]",82,4,Positive
U301,Ravi,Blue Bendy ,So Medieval,Alternative Rock,So Medieval Song Remix,"So Medieval brings a touch of old-world charm with lutes, chants, and modern twists. The song feels like stepping back in time but with a contemporary, exciting edge. [Rewritten]",84,4,Positive
U302,Sana,MJ Lenderman ,Manning Fireworks,Art Rock,Manning Fireworks Song Remix,"Manning Fireworks explodes with joy and celebration, with bright, dynamic instrumentals. A track that lights up your day, like a burst of fireworks in the sky. [Rewritten]",82,4,Positive
U303,Neha,Being Dead ,EELS,Art Pop,EELS Song Remix,"EELS surprises with quirky, offbeat melodies that leave a lasting impression. Always inventive, the song jumps between fun and reflective moods. [Rewritten]",85,4,Positive
U304,Akhil,Knocked Loose ,You Won't Go Before You're Supposed To,Metalcore,You Won't Song Remix,finest metal albums and should remain so even with more than one-quarter of the year still left. This is not a friendly album. It does not want you to feel happy or satisfied or invigorated. [Rewritten],93,5,Positive
U305,Sana,Ihsahn ,IHSAHN,Hypnagogic Pop,IHSAHN Song Remix,"IHSAHN challenges the norm with fierce guitar riffs and bold compositions. It's a heavy, intense experience, full of passion and virtuosity. [Rewritten]",85,4,Positive
U306,Arya,Rosie Lowe ,"Lover, Other",Art Pop,"Lover, Other Song Remix","Lover, Other explores love from all angles, with a dreamy, romantic sound. It's a song full of longing and sweet melodies, perfect for those in love or heartbroken. [Rewritten]",78,4,Positive
U307,Ravi,Borknagar ,Fall,Art Pop,Fall Song Remix,"Fall evokes the gentle transition of seasons, with a bittersweet, mellow sound. A song that feels like a crisp autumn day, full of nostalgia and quiet beauty. [Rewritten]",84,4,Positive
U308,Arya,Christopher Owens ,I Wanna Run Barefoot Through Your Hair,Country Pop,I Wanna Song Remix,"I Wanna Run Barefoot Through Your Hair embodies carefree, sunny day romance. A love song that feels playful and intimate, perfect for lazy afternoons. [Rewritten]",85,4,Positive
U309,Ravi,Rich Ruth ,Water Still Flows,UK Bass,Water Still Song Remix,"Water Still Flows is serene and calming, with a flowing, meditative sound. A song that feels like nature itself, gentle and persistent. [Rewritten]",82,4,Positive
U310,Sana,Arooj Aftab ,Night Reign,Indie Rock,Night Reign Song Remix,"Night Reign envelops you in a mysterious, nocturnal atmosphere. This track brings haunting rhythms and midnight musings to life. [Rewritten]",86,4,Positive
U311,Sana,Katherine Priddy ,The Pendulum Swing,Death Metal,The Pendulum Song Remix,"The Pendulum Swing captures the back-and-forth rhythm of life’s ups and downs. The song swings between calm and chaos, like a musical representation of balance. [Rewritten]",80,4,Positive
U312,Neha,MJ Lenderman ,Manning Fireworks,Art Rock,Manning Fireworks Song Remix,"Manning Fireworks explodes with joy and celebration, with bright, dynamic instrumentals. A track that lights up your day, like a burst of fireworks in the sky. [Rewritten]",82,4,Positive
U313,Sana,Uniform ,American Standard,Noise Rock,American Standard Song Remix,"Uniform are really proving that American experimental music can really push itself further. A harrowing look at mental and physical disorder, Uniform's latest finds punishing transcendence in the middle of a crisis [Rewritten]",93,5,Positive
U314,Ravi,James ,Yummy,Avant-Garde Jazz,Yummy Song Remix,"Yummy is playful and catchy, with a sugary-sweet beat that gets stuck in your head. A fun, guilty-pleasure song that makes you want to dance and smile. [Rewritten]",80,4,Positive
U315,Sana,Leon Bridges ,Leon,Gothic Metal,Leon Song Remix,"Leon is a smooth, jazz-infused tune that’s both cool and charming. The song feels like a night out in the city, full of sophistication and effortless style. [Rewritten]",81,4,Positive
U316,Neha,Ayra Starr ,The Year I Turned 21,Technical Death Metal,The Year Song Remix,"The Year I Turned 21 captures the rush and uncertainty of coming of age. It’s a celebration and a confession, full of youthful spirit and relatable introspection. [Rewritten]",84,4,Positive
U317,Ravi,Uniform ,American Standard,Noise Rock,American Standard Song Remix,"Uniform are really proving that American experimental music can really push itself further. A harrowing look at mental and physical disorder, Uniform's latest finds punishing transcendence in the middle of a crisis [Rewritten]",93,5,Positive
U318,Akhil,Elbow ,Audio Vertigo,Technical Death Metal,Audio Vertigo Song Remix,Letter To Self comes across as whiny and self-indulgent. The personal reflections feel more like complaints than heartfelt expressions. [Rewritten],83,4,Positive
U319,Akhil,Amyl and The Sniffers ,Cartoon Darkness,Indie Rock,Cartoon Darkness Song Remix,"Cartoon Darkness plays with playful yet unsettling themes, like a dark animated fantasy. A whimsical but creepy experience, full of surprises and twists. [Rewritten]",82,4,Positive
U320,Sana,Yaya Bey ,Ten Fold,Art Rock,Ten Fold Song Remix,"Ten Fold tries to be grand but never really takes off. It’s a song that promises a lot but delivers little, feeling unfinished. [Rewritten]",84,4,Positive
U321,Neha,Bill Ryder-Jones ,Iechyd Da,Singer-Songwriter,Iechyd Da Song Remix,"It is life-affirming; it might be utterly heart-breaking at times, but it happily concludes that life might be sad sometimes, but it is always beautiful. The Wirral singer-songwriter packs this stunning, self-produced opus with clever samples, self-referential lyrics and even a children’s choir. [Rewritten]",93,5,Positive
U322,Ravi,Remi Wolf ,Big Ideas,Singer-Songwriter,Big Ideas Song Remix,"Big Ideas is full of ambition, with grand, sweeping instrumentals that inspire forward thinking. An uplifting track that feels larger than life, pushing you to dream bigger. [Rewritten]",82,4,Positive
U323,Neha,Pernice Brothers ,Who Will You Believe,Gothic Metal,Who Will Song Remix,"Artful cynicism comes easy to intelligent twenty-somethings, but in your mid- to late fifties, life's consequences add some depth to your perspective, and that's a big part of what makes Who Will You Believe so rich and rewarding. i thought it said penice [Rewritten]",80,4,Positive
U324,Neha,Gary Clark Jr. ,JPEG RAW,Indie Rock,JPEG RAW Song Remix,"JPEG RAW combines digital and gritty sounds for a futuristic, edgy vibe. The production feels ahead of its time, mixing clean and distorted elements seamlessly. [Rewritten]",82,4,Positive
U325,Akhil,Jamie xx ,In Waves,UK Bass,In Waves Song Remix,"In Waves captures the ebb and flow of emotion, with a soothing yet powerful melody. The song washes over you, like the calm and intensity of the ocean. [Rewritten]",82,4,Positive
U326,Akhil,Laura Marling ,Patterns in Repeat,Singer-Songwriter,Patterns in Song Remix,"Everything about this album suggests someone at peace, from the tone of voice to the smoothness of sound and transparency of lyrics. Recorded in her north London home, the album comes alive with sounds of infant gurgles and dog collar jangles. [Rewritten]",93,5,Positive
U327,Arya,Yasmin Williams ,Acadia,Indie Rock,Acadia Song Remix,"Acadia paints a natural, serene landscape, evoking images of lush forests and open skies. It’s a song that makes you feel at peace, as if you’re surrounded by nature. [Rewritten]",82,4,Positive
U328,Neha,Rosie Lowe ,"Lover, Other",Art Pop,"Lover, Other Song Remix","Lover, Other explores love from all angles, with a dreamy, romantic sound. It's a song full of longing and sweet melodies, perfect for those in love or heartbroken. [Rewritten]",78,4,Positive
U329,Sana,meth. ,SHAME,Art Rock,SHAME Song Remix,"SHAME explores vulnerability, with a hauntingly honest portrayal of self-doubt. It’s raw and poignant, touching on emotions we often keep hidden. [Rewritten]",82,4,Positive
U330,Akhil,Wunderhorse ,Midas,Singer-Songwriter,Midas Song Remix,"Midas has a golden touch, with shimmering melodies and rich, luxurious soundscapes. A track that feels opulent, leaving a lasting shine and warmth on the listener. [Rewritten]",84,4,Positive
U331,Neha,Rachel Chinouriri ,What A Devastating Turn of Events,Art Rock,What A Song Remix,"What A Devastating Turn of Events is dramatic and intense, capturing shock and chaos. The song leaves you breathless, with unexpected twists and a sense of urgency. [Rewritten]",82,4,Positive
U332,Neha,Cindy Lee ,Diamond Jubilee,Hypnagogic Pop,Diamond Jubilee Song Remix,"Patrick Flegel’s new double-album, available only on YouTube and GeoCities, sounds like it’s coming from the other room, if not another gauzy galaxy. “Diamond Jubilee” is more than just an album—it’s an experience, a journey into the unknown that challenges our preconceived notions of what music can be. [Rewritten]",93,5,Positive
U333,Neha,Blood Incantation ,Absolute Elsewhere,Progressive Death Metal,Absolute Elsewhere Song Remix,"Blood Incantation belong to the class of bands such as Gorguts, Demilich, and Sigh who push extreme metal far beyond its conventions, and Absolute Elsewhere is a towering achievement which exceeds all expectations. Throughout this record, the sense of adventure and excitement is palpable – this is a band at the peak of their powers, having fun creating; it’s hard not to get caught up in such a truly unique and thrilling journey through the cosmos. If death metal hasn’t yet had its breakthrough critical moment, this might well be it. [Rewritten]",93,5,Positive
U334,Ravi,"Tyler, The Creator ",CHROMAKOPIA,Post-Bop,CHROMAKOPIA Song Remix,"CHROMAKOPIA bursts with colorful, vibrant sounds that paint vivid musical landscapes. An explosion of melody and rhythm that feels like a visual masterpiece in audio form. [Rewritten]",82,4,Positive
U335,Akhil,Yard Act ,Where's My Utopia?,Neo-Soul,Where's My Song Remix,"Where's My Utopia? searches for perfection with a melancholy yet hopeful tune. It’s a question set to music, full of longing and the dream of something better. [Rewritten]",50,2,Neutral
U336,Akhil,Beyoncé ,COWBOY CARTER,Country Pop,COWBOY CARTER Song Remix,"The Texan superstar’s eighth album is a thrilling 27-track journey through and beyond America’s roots music, and it feels like a genuine feast. Ms Carter unlocks yet another infinity stone with a heartfelt, expansive take on country music [Rewritten]",93,5,Positive
U337,Arya,Bob Vylan ,Humble As The Sun,Space Ambient,Humble As Song Remix,"Humble As The Sun is bland and forgettable, lacking any real shine. A song that tries to be uplifting but comes off as uninspired. [Rewritten]",83,4,Positive
U338,Neha,Porridge Radio ,Clouds In The Sky They Will Always Be There For Me,Art Rock,Clouds In Song Remix,"Clouds In The Sky They Will Always Be There For Me is dreamy and comforting, with a soft, floating melody. It’s like a lullaby for grown-ups, reminding you of life’s simple, unchanging comforts. [Rewritten]",81,4,Positive
U339,Akhil,Billie Eilish ,HIT ME HARD AND SOFT,Electropop,HIT ME Song Remix,HIT ME HARD AND SOFT strikes a balance between delicate and forceful moments. A stunning blend of power and vulnerability that hits right at the heart. [Rewritten],86,4,Positive
U340,Akhil,Adrianne Lenker,Songs of a Lost World,Art Pop,Songs of Song Remix,"songs’ quietly establishes adrianne lenker's presentness as profound, melodically vague, undefinable, bleak, all-inclusive, and oftentimes oddly simple. listeners can readily hear the organizationally-technical thoughtfulness because this project has minimal production. [Rewritten]",86,4,Positive
U341,Neha,Caligula's Horse,Charcoal Grace,Symphonic Metal,Charcoal Grace Song Remix,"Charcoal Grace is as much a reflection of the world that birthed it as it is a living entity, a creation that spits in the face of the stagnation and hopelessness of pandemic-stricken life and reminds us that greatness is rarely born with ease. Its good [Rewritten]",80,4,Positive
U342,Neha,Jane Weaver ,Love In Constant Spectacle,Doom Metal,Love In Song Remix,"Jane Weaver’s winning streak continues on the dreamy yet turbulent Love In Constant Spectacle. On her latest album, English indie veteran Jane Weaver teaches not only to live with grief, but to use it as a vehicle for universal appreciation and absolution. [Rewritten]",80,4,Positive
U343,Ravi,Paris Paloma ,Cacophony,Alt-Pop,Cacophony Song Remix,"Cacophony is a bold, chaotic piece that embraces noise and dissonance to make a statement. It’s wild and untamed, but strangely captivating—like an orchestra on the brink of madness. [Rewritten]",82,4,Positive
U344,Neha,Vitriol ,Suffer & Become,Avant-Garde Jazz,Suffer & Song Remix,"Suffer & Become channels raw emotion and transformation through heavy, intense music. An anthem for growth through pain, with lyrics that resonate deeply and a powerful instrumental backing. [Rewritten]",84,4,Positive
U345,Ravi,Pallbearer ,Mind Burns Alive,Progressive Metal,Mind Burns Song Remix,"Mind Burns Alive takes you on a frenetic journey, bursting with energy and passion. The track is electric, sparking adrenaline and lighting a fire in your soul. [Rewritten]",84,4,Positive
U346,Sana,Confidence Man ,3AM (LA LA LA),Singer-Songwriter,3AM (LA Song Remix,"3AM (LA LA LA) brings late-night vibes and catchy refrains perfect for midnight drives. A laid-back, melodic tune that echoes the sleepless hours of dawn. [Rewritten]",85,4,Positive
U347,Akhil,Mdou Moctar ,Funeral for Justice,Tishoumaren,Funeral for Song Remix,"they are at the vanguard of death metal and nearly everyone else is playing catchup, for this is moving, riveting, peerless music that stands apart from all crowds. The Nigerien guitarist and his virtuoso band set polemical fury to thrilling musicianship on this no-holds-barred release. [Rewritten]",93,5,Positive
U348,Arya,Crypt Sermon ,The Stygian Rose,Indie Rock,The Stygian Song Remix,"The Stygian Rose blooms darkly, wrapped in layers of melancholic beauty. A poetic exploration of sorrow, haunting and unforgettable. [Rewritten]",85,4,Positive
U349,Ravi,Nick Cave & The Bad Seeds ,Wild God,Gothic Rock,Wild God Song Remix,"Wild God roars with untamed melodies and lyrics that echo freedom. Every beat feels like an anthem, wild and uncontainable. [Rewritten]",86,4,Positive
U350,Ravi,Pearl Jam ,Dark Matter,Bubblegum Bass,Dark Matter Song Remix,"Dark Matter delves into the unknown, with deep, pulsing basslines and cosmic overtones. It’s dark and intriguing, like the vast mysteries of the universe that remain unsolved. [Rewritten]",82,4,Positive
U351,Arya,Karl Bartos ,The Cabinet of Dr. Caligari,Progressive Death Metal,The Cabinet Song Remix,"Iloved it! Charcoal Grace is an outstanding addition to Caligula's Horse already esteemed catalog, as it sees them rebounding from multiple hardships with superb creativity and endurance [Rewritten]",80,4,Positive
U352,Sana,"Vijay Iyer, Linda May Han Oh & Tyshawn Sorey",Compassion,Jam Band,Compassion Song Remix,"Compassion delivers a tender, heartfelt message over a simple yet moving melody. A song that reminds you of the importance of empathy, wrapping you in warmth. [Rewritten]",82,4,Positive
U353,Sana,Nick Cave & The Bad Seeds ,Wild God,Gothic Rock,Wild God Song Remix,"Wild God roars with untamed melodies and lyrics that echo freedom. Every beat feels like an anthem, wild and uncontainable. [Rewritten]",86,4,Positive
U354,Akhil,Jane Weaver ,Love In Constant Spectacle,Doom Metal,Love In Song Remix,"Jane Weaver’s winning streak continues on the dreamy yet turbulent Love In Constant Spectacle. On her latest album, English indie veteran Jane Weaver teaches not only to live with grief, but to use it as a vehicle for universal appreciation and absolution. [Rewritten]",80,4,Positive
U355,Sana,Floating Points ,Cascade,Singer-Songwriter,Cascade Song Remix,"The eclectic British producer returns with a more dance-focused album laden with giddy modular synths. A set of bangers rich in colour and content, full to bursting with incident and energy, Sam Shepherd has made something rather special. [Rewritten]",65,3,Neutral
U356,Sana,Swamp Dogg ,Blackgrass: From West Virginia To 125th St,Singer-Songwriter,Blackgrass: From Song Remix,"Blackgrass: From West Virginia To 125th St is a journey through bluegrass and urban soul. A unique fusion of genres, blending rural and city sounds in a captivating way. [Rewritten]",81,4,Positive
U357,Ravi,Myles Kennedy ,The Art Of Letting Go,Art Pop,The Art Song Remix,"The Art Of Letting Go feels hollow and fails to evoke real emotion. Despite the title, the song never quite reaches the emotional depths it aims for. [Rewritten]",83,4,Positive
U358,Neha,Peter Perrett ,The Cleansing,Experimental Rock,The Cleansing Song Remix,"The Cleansing is a cathartic release, with powerful, cleansing waves of sound that wash over you. It’s a spiritual experience in musical form, leaving you feeling renewed and refreshed. [Rewritten]",82,4,Positive
U359,Akhil,Aaron West & The Roaring Twenties ,In Lieu of Flowers,Folk Rock,In Lieu Song Remix,"The perfect conclusion to a story for the ages. n Lieu of Flowers is a masterpiece that not only cements the legacy of the person behind this solo project, Dan Campbell, but also stands as a testament to the beauty music can offer. [Rewritten]",93,5,Positive
U360,Sana,Amy Rigby ,Hang in There with Me,Indie Rock,Hang in Song Remix,"Hang in There with Me is cheesy and overly sentimental. Instead of feeling heartfelt, the lyrics come off as clichéd and uninspired. [Rewritten]",83,4,Positive
U361,Ravi,Pernice Brothers ,Who Will You Believe,Gothic Metal,Who Will Song Remix,"Artful cynicism comes easy to intelligent twenty-somethings, but in your mid- to late fifties, life's consequences add some depth to your perspective, and that's a big part of what makes Who Will You Believe so rich and rewarding. i thought it said penice [Rewritten]",80,4,Positive
U362,Ravi,Anastasia Coope ,Darning Woman,Power Pop,Darning Woman Song Remix,"Darning Woman tells a story of resilience and the quiet strength of women. The lyrics paint a vivid picture, accompanied by a gentle yet powerful instrumental. [Rewritten]",84,4,Positive
U363,Akhil,Confidence Man ,3AM (LA LA LA),Singer-Songwriter,3AM (LA Song Remix,"3AM (LA LA LA) brings late-night vibes and catchy refrains perfect for midnight drives. A laid-back, melodic tune that echoes the sleepless hours of dawn. [Rewritten]",85,4,Positive
U364,Sana,The Jesus Lizard ,Rack,Heavy Metal,Rack Song Remix,"Rack has a heavy, gritty sound, with lyrics that are equally hard-hitting. A song that commands attention, with a bass line you can feel in your chest. [Rewritten]",84,4,Positive
U365,Sana,Gary Clark Jr. ,JPEG RAW,Indie Rock,JPEG RAW Song Remix,"JPEG RAW combines digital and gritty sounds for a futuristic, edgy vibe. The production feels ahead of its time, mixing clean and distorted elements seamlessly. [Rewritten]",82,4,Positive
U366,Sana,The Jesus Lizard ,Rack,Heavy Metal,Rack Song Remix,"Rack has a heavy, gritty sound, with lyrics that are equally hard-hitting. A song that commands attention, with a bass line you can feel in your chest. [Rewritten]",84,4,Positive
U367,Arya,Waxahatchee ,Tigers Blood,Post-Bop,Tigers Blood Song Remix,"Tigers Blood delivers a wild, primal energy that’s hard to tame. A song full of raw power and intensity, leaving an unforgettable impact. [Rewritten]",86,4,Positive
U368,Arya,Katy J Pearson ,"Someday, Now",Death Metal,"Someday, Now Song Remix","Someday, Now reflects on living in the moment, with an uplifting and hopeful chorus. A reminder to seize the day, with melodies that feel both urgent and inspiring. [Rewritten]",69,3,Neutral
U369,Sana,Undeath -,More Insane,Alt-Pop,More Insane Song Remix,"More Insane lives up to its name, with wild rhythms and unpredictable tempo changes. The track feels chaotic in the best way, taking you on a thrilling, unhinged journey. [Rewritten]",84,4,Positive
U370,Ravi,Nick Lowe ,Indoor Safari,Doom Metal,Indoor Safari Song Remix,"Indoor Safari takes you on a playful adventure, with wild sounds and a sense of curiosity. It’s a fun, imaginative track that makes your living room feel like a jungle. [Rewritten]",80,4,Positive
U371,Neha,Neil & The Horse ,Fu##in' Up,Noise Rock,Fu##in' Up Song Remix,"Fu##in' Up delivers raw, unfiltered emotion, with unapologetic lyrics and aggressive beats. It’s a cathartic anthem for those moments when everything feels like a mess. [Rewritten]",66,3,Neutral
U372,Akhil,Nightwish ,Yesterwynde,Symphonic Metal,Yesterwynde Song Remix,"This, finally, is the ultimate expression of Nightwish, a magnum opus that delivers everything this galactic band do best, but expands each aspect further. It's clear that the sextet continues to be a top-tier act, as they're still able to infuse their recognizable recipe with more than enough enthralling melodies, production techniques, and musicianship to achieve style and substance. [Rewritten]",93,5,Positive
U373,Ravi,Masayoshi Fujita ,Migratory,Indie Rock,Migratory Song Remix,"Migratory captures the feeling of movement and change, with a sound that travels. It’s like a soundtrack for a long journey, full of the excitement of the unknown. [Rewritten]",80,4,Positive
U374,Arya,The Last Dinner Party ,Prelude to Ecstasy,Symphonic Metal,Prelude to Song Remix,Prelude to Ecstasy sets the stage with a wave of enchanting melodies. A magnificent buildup that preludes a symphonic journey of bliss. [Rewritten],85,4,Positive
U375,Neha,Nightwish ,Yesterwynde,Symphonic Metal,Yesterwynde Song Remix,"This, finally, is the ultimate expression of Nightwish, a magnum opus that delivers everything this galactic band do best, but expands each aspect further. It's clear that the sextet continues to be a top-tier act, as they're still able to infuse their recognizable recipe with more than enough enthralling melodies, production techniques, and musicianship to achieve style and substance. [Rewritten]",93,5,Positive
U376,Ravi,KNEECAP ,Fine Art,Doom Metal,Fine Art Song Remix,"Fine Art crafts a masterpiece in sound, with intricate details and elegant instrumentals. A song that feels like a gallery exhibit, full of carefully curated beauty and emotion. [Rewritten]",81,4,Positive
U377,Ravi,Shellac ,To All Trains,Afrobeats,To All Song Remix,"To All Trains is a rhythmic, traveling song, full of movement and momentum. It feels like a journey through landscapes, powered by the pulsing beat of wheels on tracks. [Rewritten]",74,3,Positive
U378,Neha,Hawkwind ,Stories From Time and Space,UK Hip Hop,Stories From Song Remix,"Stories From Time and Space takes you on an interstellar adventure with expansive, ethereal soundscapes. A song that feels like drifting through the cosmos, full of wonder and the mystery of the universe. [Rewritten]",82,4,Positive
U379,Neha,Charles Lloyd ,The Sky Will Still Be There Tomorrow,Post-Bop,The Sky Song Remix,this album is jazzy funky and soulful and is an amazing artist who has segmented himself as a jazz legend. what a great album Huh? Not Bad [Rewritten],93,5,Positive
U380,Neha,Nilüfer Yanya ,My Method Actor,Noise Rock,My Method Song Remix,"My Method Actor explores the art of pretending, with theatrical flair and dramatic lyrics. It’s a clever play on the masks we wear, set to an engaging, dynamic beat. [Rewritten]",82,4,Positive
U381,Arya,Ihsahn ,IHSAHN,Hypnagogic Pop,IHSAHN Song Remix,"IHSAHN challenges the norm with fierce guitar riffs and bold compositions. It's a heavy, intense experience, full of passion and virtuosity. [Rewritten]",85,4,Positive
U382,Ravi,Peter Perrett ,The Cleansing,Experimental Rock,The Cleansing Song Remix,"The Cleansing is a cathartic release, with powerful, cleansing waves of sound that wash over you. It’s a spiritual experience in musical form, leaving you feeling renewed and refreshed. [Rewritten]",82,4,Positive
U383,Neha,METZ ,Up On Gravity Hill,Post-Bop,Up On Song Remix,"Up On Gravity Hill plays with the idea of defying gravity, with an uplifting, whimsical tune. The song feels like flying, light and free, carrying you higher with every note. [Rewritten]",80,4,Positive
U384,Akhil,Geordie Greep ,The New Sound,Art Rock,The New Song Remix,"The New Sound is full of innovation, blending genres in a fresh, exciting way. A track that feels like the future of music, bold and groundbreaking. [Rewritten]",82,4,Positive
U385,Arya,claire rousay ,sentiment,Noise Rock,sentiment Song Remix,"Sentiment explores deep emotion, with soulful lyrics and a moving, heartfelt melody. A track that tugs at your heartstrings, expressing feelings we all know too well. [Rewritten]",80,4,Positive
U386,Sana,Katherine Priddy ,The Pendulum Swing,Death Metal,The Pendulum Song Remix,"The Pendulum Swing captures the back-and-forth rhythm of life’s ups and downs. The song swings between calm and chaos, like a musical representation of balance. [Rewritten]",80,4,Positive
U387,Neha,Katy J Pearson ,"Someday, Now",Death Metal,"Someday, Now Song Remix","Someday, Now reflects on living in the moment, with an uplifting and hopeful chorus. A reminder to seize the day, with melodies that feel both urgent and inspiring. [Rewritten]",69,3,Neutral
U388,Neha,Amyl and The Sniffers ,Cartoon Darkness,Indie Rock,Cartoon Darkness Song Remix,"Cartoon Darkness plays with playful yet unsettling themes, like a dark animated fantasy. A whimsical but creepy experience, full of surprises and twists. [Rewritten]",82,4,Positive
U389,Ravi,Hurray for the Riff Raff ,The Past Is Still Alive,Dissonant Death Metal,The Past Song Remix,"The Past Is Still Alive is an introspective journey through memories and time. The song captures nostalgia in a vivid, haunting way, stirring deep feelings. [Rewritten]",85,4,Positive
U390,Ravi,Empress Of ,For Your Consideration,Chamber Folk,For Your Song Remix,"Y'Y is experimental in a way that’s more annoying than intriguing. It pushes boundaries, but not in a way that feels enjoyable or cohesive. [Rewritten]",83,4,Positive
U391,Sana,Swamp Dogg ,Blackgrass: From West Virginia To 125th St,Singer-Songwriter,Blackgrass: From Song Remix,"Blackgrass: From West Virginia To 125th St is a journey through bluegrass and urban soul. A unique fusion of genres, blending rural and city sounds in a captivating way. [Rewritten]",81,4,Positive
U392,Sana,Yaya Bey ,Ten Fold,Art Rock,Ten Fold Song Remix,"Ten Fold tries to be grand but never really takes off. It’s a song that promises a lot but delivers little, feeling unfinished. [Rewritten]",84,4,Positive
U393,Ravi,A. G. Cook ,Britpop,Experimental Rock,Britpop Song Remix,"Audio Vertigo lives up to its name, leaving you feeling dizzy and uncomfortable. An unpleasant experience with jarring transitions and an unfocused direction. [Rewritten]",83,4,Positive
U394,Ravi,Leyla McCalla ,Sun Without the Heat,Art Rock,Sun Without Song Remix,"Dance, No One’s Watching is awkward and poorly composed. Instead of making you want to move, it makes you wish the song would end. [Rewritten]",83,4,Positive
U395,Akhil,Ulcerate ,Cutting the Throat of God,Dissonant Death Metal,Cutting the Song Remix,"Forward-thinking, elaborate and expansive and obtusely heavy, Cutting The Throat Of God is yet another masterpiece from a band who seemingly can’t do anything wrong. Abstract, yet riffy… melodic, yet dissonant… Ulcerate treads the line between death metal’s experimental frontier, and its savage foundations. [Rewritten]",93,5,Positive
